2024-04-09 12:11:02|0.0|266.0|2
2024-04-09 12:12:03|0.0|271.0|2
2024-04-09 12:13:02|0.0|271.0|2
2024-04-09 12:14:02|0.0|271.0|2
2024-04-09 12:15:02|1.0|271.0|2
2024-04-09 12:16:03|0.0|271.0|2
2024-04-09 12:17:02|1.0|271.0|2
2024-04-09 12:18:02|0.0|271.0|2
2024-04-09 12:19:02|1.0|270.0|2
2024-04-09 12:20:03|0.0|270.0|2
2024-04-09 12:21:02|0.0|270.0|2
2024-04-09 12:22:02|0.0|270.0|2
2024-04-09 12:23:02|0.0|270.0|2
2024-04-09 12:24:03|0.0|270.0|2
2024-04-09 12:25:02|0.0|270.0|2
2024-04-09 12:26:02|0.0|270.0|2
2024-04-09 12:27:03|0.0|270.0|2
2024-04-09 12:28:02|0.0|270.0|2
2024-04-09 12:29:02|0.0|270.0|2
2024-04-09 12:30:02|0.0|270.0|2
2024-04-09 12:31:03|0.0|270.0|2
2024-04-09 12:32:02|0.0|269.0|2
2024-04-09 12:33:02|0.0|269.0|2
2024-04-09 12:34:02|0.0|269.0|2
2024-04-09 12:35:03|1.0|269.0|2
2024-04-09 12:36:02|0.0|269.0|2
